seconds	heartbeat
21731	99
21732	96
21733	85
21734	88
21735	86
21736	71
21737	72
21738	79
21739	95
21740	87
21741	87
21742	78
21743	80
21744	92
21745	75
21746	92
21747	72
21748	75
21749	70
21750	82
21751	89
21752	95
21753	100
21754	74
21755	98
21756	99
21757	82
21758	78
21759	81
21760	98
21761	92
21762	91
"21763	"	82
21764	72
21765	88
21766	82
21767	89
21768	91
"21769	"	99
21770	78
"21771	"	90
21772	70
21773	80
21774	85
21775	98
21776	98
"21777	"	95
21778	82
21779	70
21780	70
21781	93
21782	86
21783	78
21784	88
21785	97
21786	93
21787	78
21788	86
21789	100
21790	81
21791	73
21792	91
21793	84
21794	72
21795	93
21796	81
21797	83
21798	77
21799	89
21800	95
21801	92
21802	86
21803	89
21804	88
21805	82
21806	89
21807	74
21808	79
21809	94
21810	84
21811	83
21812	73
"21813	"	74
21814	73
21815	76
21816	81
21817	75
21818	91
21819	89
21820	79
21821	94
21822	76
21823	97
21824	88
21825	77
21826	94
21827	84
21828	100
21829	72
21830	79
21831	71
21832	86
21833	74
21834	72
21835	74
21836	72
21837	84
21838	74
21839	87
21840	75
21841	80
21842	85
21843	76
21844	96
21845	85
21846	94
21847	76
21848	81
21849	79
21850	98
21851	95
21852	83
21853	86
21854	72
21855	79
21856	82
21857	92
"21858	"	81
21859	75
21860	92
21861	82
21862	92
21863	84
21864	100
21865	74
21866	81
21867	98
21868	84
21869	80
21870	71
21871	74
21872	95
21873	71
21874	89
21875	83
21876	72
21877	70
21878	72
21879	92
21880	90
21881	93
21882	84
21883	88
21884	92
21885	92
21886	83
21887	87
21888	79
21889	78
21890	95
21891	75
21892	76
21893	91
21894	94
21895	70
21896	78
21897	92
21898	77
21899	92
21900	75
21901	72
21902	70
21903	96
21904	84
21905	72
21906	99
21907	71
21908	73
21909	96
21910	75
21911	88
21912	77
21913	97
21914	80
21915	99
21916	74
21917	80
21918	88
21919	77
21920	88
21921	81
21922	75
21923	91
21924	90
21925	71
21926	86
21927	70
21928	94
21929	93
21930	82
21931	77
21932	77
21933	71
21934	78
21935	93
21936	70
21937	77
21938	86
21939	97
21940	91
21941	75
21942	85
"21943	"	84
21944	81
21945	83
21946	99
21947	71
21948	82
21949	92
21950	91
21951	80
21952	85
21953	99
21954	82
21955	95
21956	84
21957	85
21958	93
21959	95
21960	94
21961	84
21962	99
21963	81
21964	85
21965	93
21966	89
21967	81
21968	70
21969	91
21970	80
21971	77
21972	91
21973	95
21974	84
21975	95
21976	71
21977	91
21978	87
"21979	"	81
21980	84
21981	96
21982	86
21983	79
21984	80
21985	86
21986	97
21987	71
21988	81
21989	75
21990	99
21991	93
21992	98
21993	98
21994	82
21995	100
21996	79
21997	82
21998	90
21999	95
22000	70
22001	95
22002	97
22003	100
22004	74
22005	71
22006	94
22007	70
22008	70
22009	70
22010	96
22011	97
22012	72
22013	76
22014	99
22015	97
22016	82
22017	98
22018	84
22019	84
22020	98
22021	74
22022	99
22023	99
22024	84
22025	88
22026	94
"22027	"	70
"22028	"	84
22029	83
22030	75
22031	94
22032	83
22033	79
22034	72
22035	90
22036	77
22037	81
22038	99
22039	75
22040	87
22041	91
22042	99
22043	99
22044	86
22045	80
22046	86
22047	90
22048	90
22049	71
22050	86
22051	88
22052	83
22053	95
22054	87
22055	98
22056	73
22057	93
22058	76
22059	93
22060	74
22061	93
22062	88
22063	71
22064	88
22065	73
22066	71
22067	89
22068	95
22069	73
22070	88
22071	76
22072	100
22073	71
22074	84
22075	73
22076	93
22077	71
22078	92
22079	99
22080	80
22081	94
22082	91
22083	73
22084	76
22085	71
22086	70
22087	73
22088	96
22089	90
22090	77
22091	98
22092	92
22093	96
22094	84
22095	92
22096	90
22097	97
22098	77
22099	79
22100	75
22101	77
22102	98
22103	87
22104	87
22105	80
22106	79
22107	93
22108	81
22109	91
22110	77
22111	81
22112	86
22113	77
22114	77
22115	81
22116	86
22117	83
22118	89
22119	84
22120	94
22121	89
22122	76
22123	76
22124	84
22125	79
22126	80
22127	77
22128	80
22129	94
22130	84
22131	74
22132	100
22133	86
22134	86
22135	94
"22136	"	84
22137	94
22138	74
22139	83
22140	96
22141	72
22142	93
22143	98
22144	78
22145	95
22146	96
22147	79
22148	84
22149	83
22150	70
22151	93
22152	77
22153	99
22154	84
22155	82
22156	89
22157	98
22158	87
22159	92
22160	73
22161	79
22162	86
22163	77
22164	100
22165	95
22166	92
22167	91
22168	94
22169	86
22170	95
22171	98
22172	74
22173	95
22174	77
22175	89
22176	80
22177	99
22178	81
22179	80
22180	83
22181	100
22182	98
22183	84
22184	71
22185	92
"22186	"	80
22187	86
22188	83
22189	82
22190	89
22191	88
22192	73
22193	89
22194	97
22195	75
22196	97
22197	88
22198	99
22199	80
22200	98
22201	72
22202	72
22203	90
22204	72
22205	89
22206	93
22207	83
22208	97
22209	92
22210	82
22211	84
22212	74
22213	96
22214	78
22215	75
22216	72
"22217	"	73
22218	97
22219	84
22220	79
22221	83
22222	75
22223	86
22224	81
22225	97
22226	96
22227	99
22228	76
22229	90
22230	74
22231	99
22232	82
22233	99
22234	84
22235	74
22236	86
22237	72
22238	96
22239	100
22240	97
22241	80
22242	99
22243	98
22244	81
22245	84
22246	86
22247	78
22248	78
22249	76
22250	86
22251	80
22252	90
22253	77
"22254	"	82
22255	84
22256	78
22257	98
22258	93
22259	92
22260	92
22261	96
22262	82
22263	87
22264	77
22265	88
22266	77
22267	85
22268	92
22269	84
22270	85
22271	97
22272	93
22273	81
22274	77
22275	95
22276	72
22277	96
22278	82
22279	87
22280	83
22281	98
22282	77
22283	100
22284	82
22285	76
22286	72
22287	93
22288	80
22289	92
22290	87
22291	89
22292	90
22293	85
22294	79
22295	87
22296	76
22297	89
22298	89
22299	88
22300	94
22301	93
22302	83
22303	73
22304	98
22305	93
22306	95
22307	99
22308	94
22309	83
22310	87
22311	73
22312	84
22313	96
22314	95
22315	83
22316	87
22317	98
22318	88
22319	74
22320	75
22321	77
22322	78
22323	76
"22324	"	73
22325	86
22326	83
22327	90
22328	82
22329	87
22330	76
22331	88
22332	71
22333	73
22334	71
22335	84
22336	70
22337	76
22338	91
22339	91
"22340	"	82
22341	81
22342	98
22343	100
22344	99
22345	87
22346	70
22347	95
22348	83
22349	78
22350	91
22351	89
22352	71
22353	80
22354	78
22355	82
"22356	"	84
22357	85
22358	99
22359	100
22360	89
22361	78
22362	74
22363	94
22364	79
22365	99
22366	100
22367	91
22368	70
22369	91
22370	82
22371	75
22372	73
22373	89
22374	74
22375	81
"22376	"	83
22377	90
22378	96
22379	99
22380	82
22381	91
22382	76
22383	88
22384	90
"22385	"	95
22386	99
22387	94
22388	75
22389	80
22390	94
22391	73
22392	99
22393	81
22394	97
22395	100
22396	80
22397	89
22398	73
22399	77
22400	76
22401	77
22402	74
22403	78
22404	74
22405	90
22406	81
22407	79
22408	75
22409	97
22410	82
22411	92
22412	90
22413	81
22414	88
22415	86
22416	94
22417	90
22418	71
22419	78
22420	83
22421	84
22422	77
22423	95
22424	98
22425	94
22426	88
22427	78
22428	78
22429	77
22430	80
22431	100
22432	70
22433	92
22434	94
"22435	"	81
22436	87
22437	81
22438	84
"22439	"	96
22440	91
22441	97
22442	70
22443	76
22444	100
22445	88
22446	86
22447	99
22448	82
22449	70
22450	94
22451	76
22452	85
22453	95
22454	78
22455	81
22456	93
22457	76
22458	96
22459	93
22460	80
22461	72
22462	83
22463	95
22464	74
22465	85
22466	72
22467	94
22468	70
22469	97
22470	99
22471	99
22472	77
22473	87
22474	91
22475	85
22476	74
22477	98
22478	93
22479	94
22480	86
"22481	"	70
22482	93
22483	80
22484	73
22485	88
22486	97
22487	89
22488	83
22489	78
22490	71
22491	98
22492	83
22493	89
22494	87
22495	88
22496	77
22497	71
22498	77
22499	96
22500	94
22501	100
22502	76
22503	95
22504	75
22505	83
22506	92
22507	86
22508	84
22509	73
22510	82
"22511	"	83
22512	86
22513	83
22514	85
22515	81
22516	92
22517	79
22518	76
22519	73
22520	87
22521	70
22522	78
22523	79
22524	75
22525	99
22526	99
22527	90
22528	80
22529	78
22530	70
22531	80
22532	81
22533	89
22534	90
22535	70
22536	79
22537	93
22538	76
22539	90
22540	93
22541	74
22542	72
22543	86
22544	82
22545	96
22546	99
22547	82
22548	86
22549	70
22550	82
22551	98
22552	74
22553	92
22554	92
22555	90
22556	83
22557	81
22558	94
22559	80
22560	73
22561	96
22562	95
22563	81
22564	96
22565	91
22566	92
22567	97
22568	84
22569	72
22570	75
22571	92
22572	71
22573	94
22574	93
"22575	"	86
"22576	"	90
22577	71
22578	80
22579	80
22580	99
22581	100
22582	86
22583	93
22584	72
22585	72
22586	87
22587	87
22588	81
22589	78
22590	81
22591	71
22592	75
22593	78
22594	98
22595	85
22596	94
22597	89
22598	76
22599	75
22600	89
"22601	"	95
22602	94
22603	73
22604	75
22605	80
22606	91
"22607	"	74
22608	88
22609	84
22610	70
22611	89
22612	78
22613	85
22614	86
22615	87
22616	91
22617	73
22618	86
22619	100
22620	92
22621	86
"22622	"	93
22623	76
22624	93
22625	91
22626	83
22627	92
22628	95
22629	86
22630	91
22631	94
22632	90
22633	72
22634	80
22635	92
22636	80
22637	87
22638	90
22639	87
22640	95
22641	81
22642	81
22643	78
22644	82
22645	89
22646	87
22647	97
22648	75
22649	87
22650	90
22651	75
22652	92
22653	89
22654	85
22655	96
22656	94
22657	93
22658	89
22659	80
22660	100
22661	71
22662	79
"22663	"	73
22664	75
22665	97
22666	99
22667	98
22668	93
22669	73
22670	77
22671	70
22672	81
22673	80
22674	93
22675	92
22676	76
22677	94
22678	99
22679	89
22680	100
22681	76
22682	93
22683	73
22684	77
22685	73
22686	85
22687	77
22688	80
22689	82
22690	94
22691	71
22692	74
22693	71
22694	81
22695	94
22696	96
22697	73
22698	81
22699	86
22700	97
22701	94
22702	81
22703	100
22704	85
22705	78
22706	70
22707	88
22708	92
22709	82
22710	99
22711	76
22712	86
22713	99
"22714	"	99
22715	96
22716	94
22717	90
22718	96
"22719	"	91
22720	77
22721	92
22722	72
22723	73
22724	81
22725	79
22726	83
22727	86
22728	82
22729	100
22730	87
22731	72
22732	91
22733	97
22734	82
22735	75
22736	96
22737	98
22738	87
22739	89
22740	85
22741	86
22742	77
22743	70
22744	98
22745	74
22746	82
22747	92
22748	76
22749	87
22750	92
22751	78
22752	91
22753	74
22754	89
22755	93
22756	79
22757	80
22758	81
22759	91
22760	78
22761	96
22762	78
22763	96
22764	99
22765	84
22766	97
22767	99
22768	71
22769	78
22770	74
22771	78
22772	87
22773	70
22774	70
22775	74
22776	97
22777	100
22778	92
22779	85
22780	80
22781	96
22782	73
22783	72
22784	79
22785	95
22786	92
22787	78
22788	97
22789	86
22790	73
22791	70
22792	97
22793	98
22794	80
22795	71
22796	81
22797	70
22798	96
22799	74
22800	100
22801	76
"22802	"	75
22803	98
22804	96
22805	85
22806	81
22807	91
22808	83
22809	99
22810	83
22811	94
22812	80
22813	75
"22814	"	84
22815	86
22816	91
22817	90
22818	85
22819	79
22820	96
22821	100
22822	98
22823	93
22824	100
22825	78
22826	81
22827	79
22828	74
22829	100
22830	95
22831	97
22832	86
22833	71
22834	72
22835	89
22836	74
22837	77
22838	72
22839	83
22840	96
22841	70
22842	81
22843	81
22844	97
22845	98
22846	72
22847	75
22848	85
22849	99
22850	90
22851	78
22852	75
22853	82
22854	71
22855	96
22856	80
22857	76
22858	89
22859	97
22860	70
22861	77
22862	83
22863	95
22864	85
"22865	"	90
22866	82
22867	99
22868	75
22869	83
22870	98
22871	75
22872	96
22873	92
22874	97
22875	78
22876	72
22877	84
22878	73
22879	78
22880	73
22881	80
22882	90
22883	75
22884	79
22885	76
22886	70
22887	99
22888	94
22889	84
22890	96
22891	84
22892	97
22893	74
22894	79
22895	100
22896	74
22897	78
22898	84
22899	70
22900	97
22901	90
22902	85
22903	98
22904	88
22905	93
22906	82
22907	83
22908	77
22909	92
22910	71
22911	87
22912	100
22913	77
22914	92
22915	90
22916	100
22917	75
22918	81
22919	97
22920	86
22921	76
22922	93
22923	90
22924	84
22925	99
22926	92
22927	83
22928	75
22929	81
22930	98
22931	86
22932	88
22933	85
22934	100
22935	91
22936	82
22937	92
22938	77
22939	74
22940	86
22941	79
22942	82
22943	87
22944	76
22945	75
22946	90
22947	70
22948	88
22949	71
22950	85
22951	96
22952	77
22953	100
"22954	"	90
22955	98
22956	74
22957	97
22958	77
"22959	"	98
22960	85
22961	79
22962	75
22963	87
22964	78
22965	96
22966	98
22967	78
22968	78
22969	94
22970	90
22971	98
22972	93
22973	70
22974	86
22975	96
22976	91
22977	75
22978	90
22979	70
22980	73
22981	80
22982	79
22983	92
22984	96
22985	98
"22986	"	78
22987	83
22988	76
22989	93
22990	76
22991	94
22992	71
22993	70
22994	97
22995	83
22996	72
22997	72
22998	77
"22999	"	81
23000	90
23001	90
23002	98
23003	94
23004	98
23005	75
23006	79
23007	81
23008	76
23009	97
23010	79
23011	97
23012	85
23013	73
23014	76
23015	77
23016	72
23017	94
23018	85
23019	94
23020	75
23021	79
23022	74
23023	77
23024	92
23025	82
23026	73
23027	84
23028	83
23029	83
23030	83
23031	93
23032	96
23033	96
23034	99
23035	80
23036	93
23037	95
23038	75
23039	91
23040	71
23041	85
23042	84
23043	98
23044	97
23045	88
23046	84
23047	72
23048	96
23049	97
23050	82
23051	95
23052	75
23053	82
23054	83
23055	92
23056	87
23057	88
23058	88
23059	86
23060	98
23061	89
23062	93
23063	94
23064	99
23065	74
23066	93
23067	71
23068	77
23069	73
23070	89
23071	89
23072	84
23073	94
23074	98
23075	86
23076	90
23077	87
23078	94
23079	86
23080	84
23081	96
23082	86
23083	79
23084	94
23085	74
23086	76
23087	82
23088	75
23089	77
23090	87
23091	80
23092	84
23093	75
23094	97
23095	93
23096	85
23097	95
23098	81
23099	92
23100	99
23101	84
23102	81
23103	83
23104	93
23105	90
23106	79
23107	100
23108	90
23109	88
23110	71
23111	77
23112	71
23113	74
23114	95
23115	89
23116	85
23117	88
23118	82
23119	89
23120	83
23121	72
23122	72
23123	79
23124	78
23125	92
23126	70
23127	93
23128	95
23129	88
23130	90
23131	100
23132	97
23133	73
23134	76
23135	100
23136	73
23137	91
23138	80
23139	74
23140	83
23141	96
23142	79
23143	74
23144	97
23145	83
23146	87
23147	86
23148	87
23149	74
23150	100
23151	72
23152	82
23153	70
23154	94
23155	88
23156	98
23157	86
23158	100
23159	72
23160	100
23161	92
23162	95
23163	80
23164	89
23165	82
23166	93
23167	84
23168	75
23169	77
23170	76
23171	72
23172	78
23173	84
23174	95
23175	89
23176	99
23177	94
23178	70
23179	84
23180	92
23181	82
23182	89
23183	100
23184	88
23185	76
23186	79
23187	72
23188	83
23189	71
23190	85
23191	90
23192	71
23193	94
23194	99
23195	74
23196	100
23197	90
23198	86
23199	79
"23200	"	92
23201	70
23202	77
23203	82
23204	77
23205	77
23206	85
23207	94
23208	86
23209	90
23210	88
23211	97
"23212	"	92
23213	92
23214	73
23215	74
23216	86
23217	90
23218	93
23219	97
23220	95
23221	96
23222	90
23223	92
23224	95
23225	95
23226	72
23227	81
23228	83
23229	99
23230	71
23231	87
23232	94
23233	87
23234	93
23235	90
23236	85
23237	71
23238	98
23239	73
23240	84
23241	81
23242	97
23243	90
23244	70
23245	97
23246	95
23247	70
23248	75
23249	92
23250	85
23251	89
23252	72
23253	87
23254	80
23255	88
23256	78
23257	95
23258	93
23259	93
23260	95
23261	86
23262	88
23263	76
23264	94
23265	99
23266	88
23267	79
23268	74
23269	80
23270	99
23271	86
23272	79
23273	100
23274	83
23275	86
23276	93
23277	82
"23278	"	91
23279	73
23280	96
23281	88
23282	83
23283	91
23284	89
23285	70
23286	87
23287	71
"23288	"	96
23289	92
23290	81
23291	90
"23292	"	70
23293	88
23294	75
23295	75
23296	84
23297	72
23298	78
23299	99
23300	96
23301	100
23302	78
23303	79
23304	99
"23305	"	95
23306	98
23307	86
23308	85
23309	88
23310	96
23311	88
23312	86
23313	98
23314	82
23315	86
23316	74
23317	90
23318	82
23319	74
23320	77
23321	94
23322	91
23323	73
23324	84
23325	92
23326	98
23327	77
23328	96
23329	88
23330	91
23331	74
23332	81
23333	82
23334	85
23335	74
23336	86
"23337	"	78
23338	73
23339	89
23340	75
23341	84
23342	100
23343	88
23344	98
23345	85
23346	99
23347	93
23348	94
23349	83
23350	98
23351	75
23352	73
23353	96
23354	76
23355	98
23356	98
23357	77
23358	79
23359	92
"23360	"	90
23361	98
23362	76
23363	71
23364	96
23365	96
23366	81
23367	94
23368	96
23369	82
23370	93
23371	80
23372	89
23373	87
23374	88
23375	75
23376	80
23377	92
23378	78
23379	94
"23380	"	70
23381	99
23382	71
23383	71
23384	100
23385	88
23386	97
23387	100
"23388	"	100
23389	81
23390	82
23391	86
23392	82
23393	81
23394	70
23395	95
23396	71
23397	94
23398	96
23399	90
23400	73
23401	89
23402	91
23403	73
23404	73
23405	93
23406	75
23407	93
23408	76
23409	100
"23410	"	98
23411	98
23412	73
23413	78
23414	71
23415	98
23416	72
23417	81
23418	83
23419	87
23420	86
23421	88
23422	97
23423	75
23424	84
23425	99
23426	92
23427	87
23428	96
23429	92
23430	82
23431	83
23432	85
23433	98
23434	97
23435	100
23436	97
23437	92
23438	70
23439	92
23440	92
23441	96
23442	73
23443	87
23444	83
23445	91
23446	97
23447	81
23448	89
23449	88
23450	96
23451	89
23452	84
23453	79
23454	74
23455	98
23456	76
23457	85
"23458	"	78
23459	99
23460	92
23461	82
23462	84
23463	100
23464	94
23465	87
23466	76
23467	85
23468	81
23469	87
23470	76
23471	93
23472	95
23473	95
23474	81
23475	70
23476	90
23477	100
23478	79
"23479	"	92
23480	75
23481	80
23482	75
23483	88
23484	98
23485	86
23486	74
23487	79
23488	81
23489	94
23490	92
23491	100
23492	82
23493	87
23494	94
23495	97
23496	96
"23497	"	81
23498	77
23499	81
23500	71
23501	96
23502	71
23503	71
23504	76
23505	83
23506	92
23507	71
23508	89
23509	83
23510	81
23511	87
23512	88
23513	100
23514	77
23515	73
23516	78
23517	72
23518	73
23519	73
23520	80
23521	81
23522	83
23523	83
23524	89
23525	82
23526	92
23527	99
23528	85
23529	73
23530	77
23531	95
23532	71
23533	96
23534	88
23535	71
23536	96
23537	92
23538	79
23539	90
23540	71
23541	81
23542	84
23543	82
23544	87
23545	85
23546	84
23547	82
23548	76
23549	74
23550	90
23551	75
23552	99
23553	78
"23554	"	87
23555	70
23556	100
23557	92
23558	100
23559	99
23560	71
23561	83
23562	87
23563	83
23564	76
23565	80
23566	77
23567	83
23568	84
23569	85
23570	79
23571	87
23572	71
23573	75
23574	81
"23575	"	98
23576	90
23577	89
23578	95
23579	84
23580	93
23581	73
23582	82
23583	97
23584	89
23585	95
23586	83
23587	85
23588	76
23589	82
23590	95
23591	90
23592	79
23593	99
23594	91
23595	83
23596	100
23597	88
23598	89
23599	73
23600	86
23601	79
23602	71
23603	95
23604	99
23605	70
23606	72
23607	98
23608	80
23609	80
23610	96
23611	74
23612	96
23613	81
23614	78
23615	80
23616	90
23617	91
23618	100
23619	93
23620	98
23621	77
23622	81
23623	77
23624	98
23625	91
23626	75
23627	82
23628	86
23629	94
23630	84
23631	73
23632	78
23633	96
23634	81
23635	92
23636	86
23637	92
23638	92
23639	85
23640	73
23641	88
23642	99
23643	98
23644	98
23645	82
23646	82
23647	80
23648	94
23649	85
23650	85
23651	77
23652	71
23653	93
23654	73
23655	71
23656	88
23657	90
23658	71
23659	90
23660	96
23661	96
"23662	"	81
23663	72
23664	97
23665	77
23666	77
23667	90
"23668	"	79
23669	87
23670	90
23671	90
23672	99
23673	93
23674	78
23675	74
23676	80
23677	78
23678	84
23679	98
23680	92
23681	70
23682	94
23683	74
23684	87
23685	75
23686	97
23687	84
23688	93
23689	79
23690	97
23691	82
"23692	"	81
23693	88
23694	72
23695	70
23696	77
23697	77
23698	79
23699	95
23700	78
23701	85
23702	85
23703	86
23704	72
23705	71
23706	98
23707	92
23708	89
23709	81
23710	86
23711	98
23712	94
23713	70
23714	100
23715	92
23716	94
23717	81
23718	88
23719	93
23720	81
23721	98
23722	76
23723	98
23724	78
23725	77
23726	91
23727	99
23728	70
23729	92
23730	79
23731	75
23732	77
23733	86
23734	87
23735	98
23736	80
23737	100
23738	80
23739	95
23740	87
23741	95
23742	75
23743	90
23744	98
23745	79
23746	93
"23747	"	85
23748	82
23749	97
23750	80
23751	99
23752	83
23753	75
23754	97
23755	98
23756	94
"23757	"	73
23758	84
23759	93
"23760	"	75
23761	90
23762	92
23763	80
23764	97
23765	98
23766	82
23767	88
23768	84
23769	84
23770	90
23771	83
23772	75
23773	93
23774	99
23775	92
23776	97
"23777	"	73
23778	88
23779	74
23780	82
23781	85
23782	82
23783	75
23784	73
23785	85
23786	70
23787	72
23788	81
23789	73
23790	92
23791	85
"23792	"	85
23793	82
"23794	"	91
23795	76
23796	97
23797	83
23798	89
23799	100
23800	86
23801	99
23802	93
23803	86
23804	92
23805	74
23806	94
23807	82
23808	83
23809	83
23810	97
23811	100
23812	86
23813	81
23814	97
23815	79
"23816	"	92
23817	87
23818	73
23819	95
23820	98
23821	93
23822	76
23823	75
23824	94
23825	91
23826	82
23827	93
23828	82
23829	85
23830	78
23831	81
23832	71
23833	86
23834	79
23835	70
23836	74
"23837	"	78
23838	91
23839	87
23840	82
23841	77
23842	98
23843	99
23844	100
23845	75
23846	86
23847	73
23848	99
23849	88
23850	98
23851	98
23852	70
"23853	"	79
23854	93
23855	96
"23856	"	86
23857	96
23858	92
23859	91
23860	94
23861	82
23862	100
"23863	"	89
23864	97
23865	97
23866	92
23867	79
23868	93
23869	75
23870	72
23871	100
23872	72
23873	89
23874	76
23875	73
23876	89
23877	74
23878	93
23879	86
23880	70
"23881	"	81
23882	99
23883	100
23884	86
"23885	"	95
23886	75
23887	100
23888	78
23889	90
23890	97
23891	81
23892	80
23893	92
23894	74
23895	83
23896	84
23897	88
23898	82
"23899	"	74
23900	93
23901	87
23902	87
23903	98
23904	93
23905	92
23906	82
23907	80
23908	72
23909	100
23910	74
23911	75
"23912	"	90
23913	97
23914	93
23915	97
23916	76
23917	94
23918	76
23919	92
23920	71
23921	73
23922	82
23923	89
23924	92
23925	99
23926	97
23927	90
23928	85
23929	96
23930	76
23931	88
23932	75
23933	79
23934	77
23935	77
23936	82
23937	77
23938	74
23939	78
23940	92
23941	79
23942	80
23943	81
23944	85
23945	82
"23946	"	83
23947	96
23948	93
23949	80
23950	72
23951	71
23952	70
23953	80
23954	82
23955	100
"23956	"	80
23957	90
23958	88
23959	72
23960	87
23961	95
23962	92
23963	72
23964	87
23965	74
23966	93
23967	88
23968	81
23969	85
23970	100
23971	85
23972	77
23973	71
23974	87
23975	85
23976	85
23977	93
23978	100
23979	89
23980	91
"23981	"	72
23982	98
23983	88
23984	89
23985	76
23986	85
23987	92
23988	93
23989	98
23990	93
"23991	"	98
23992	86
23993	99
23994	70
23995	73
23996	100
23997	90
23998	100
23999	98
24000	74
"24001	"	71
24002	87
24003	70
24004	93
24005	83
24006	87
24007	86
24008	88
24009	87
24010	87
24011	76
24012	72
24013	91
24014	86
24015	93
24016	99
24017	94
"24018	"	73
24019	75
24020	95
24021	73
24022	81
24023	84
24024	84
24025	95
24026	72
24027	92
24028	87
24029	82
24030	75
24031	74
24032	71
24033	81
24034	96
24035	86
24036	74
"24037	"	85
24038	78
24039	99
24040	94
24041	75
"24042	"	96
24043	84
24044	85
24045	95
24046	93
24047	92
24048	73
24049	77
24050	85
24051	91
24052	79
24053	86
24054	80
24055	74
24056	95
24057	80
24058	87
24059	99
24060	97
24061	75
24062	74
24063	84
24064	95
24065	81
24066	91
24067	90
24068	88
24069	75
24070	89
24071	76
24072	90
24073	89
24074	86
24075	97
24076	81
24077	87
"24078	"	85
24079	87
24080	87
24081	89
24082	93
24083	73
"24084	"	79
24085	86
24086	76
24087	77
24088	74
24089	100
24090	81
24091	91
24092	96
24093	75
24094	93
24095	89
24096	70
24097	78
24098	73
24099	81
"24100	"	95
24101	78
24102	87
24103	90
"24104	"	100
24105	85
24106	72
24107	86
24108	94
24109	96
24110	79
24111	82
24112	71
24113	81
24114	88
24115	99
24116	75
24117	81
24118	91
24119	87
24120	90
24121	82
24122	72
24123	83
"24124	"	98
24125	78
"24126	"	75
24127	80
24128	85
24129	97
24130	95
24131	82
24132	74
24133	92
24134	76
24135	91
24136	73
24137	92
24138	81
24139	89
24140	72
24141	100
24142	95
24143	99
24144	94
24145	95
24146	80
24147	73
24148	84
24149	74
24150	81
24151	87
24152	72
24153	80
24154	87
24155	76
24156	84
24157	80
24158	70
24159	93
24160	81
24161	100
24162	74
24163	85
24164	82
24165	83
24166	98
24167	76
24168	90
24169	77
24170	97
24171	87
24172	86
24173	98
24174	93
24175	86
24176	78
24177	97
24178	82
24179	97
24180	86
"24181	"	96
24182	78
24183	92
24184	74
24185	76
24186	76
24187	97
24188	80
24189	92
24190	92
24191	83
24192	88
24193	73
24194	75
24195	91
24196	89
24197	89
24198	88
24199	74
24200	79
24201	95
24202	92
24203	78
24204	93
24205	100
24206	86
24207	91
24208	98
24209	98
24210	73
24211	92
24212	72
24213	87
24214	90
24215	99
24216	90
24217	100
24218	87
24219	79
24220	85
24221	100
24222	79
24223	86
24224	76
24225	82
24226	98
24227	74
"24228	"	83
24229	88
24230	90
24231	70
24232	73
24233	72
24234	73
24235	76
24236	79
24237	97
24238	71
24239	97
24240	89
24241	80
24242	92
24243	78
24244	90
24245	77
24246	71
24247	77
24248	96
24249	75
24250	75
24251	89
24252	92
24253	97
24254	100
24255	92
24256	82
24257	96
24258	95
24259	94
24260	70
24261	74
24262	92
24263	82
24264	76
24265	86
24266	99
24267	90
24268	85
24269	88
24270	76
24271	75
24272	84
24273	78
24274	88
24275	74
24276	89
24277	78
24278	70
24279	84
24280	92
24281	100
24282	90
24283	95
24284	89
24285	97
24286	80
24287	77
24288	90
24289	93
24290	80
24291	77
24292	93
24293	75
24294	74
24295	90
24296	72
24297	77
24298	83
24299	90
24300	72
24301	95
24302	82
24303	87
24304	84
24305	86
"24306	"	76
24307	75
24308	87
24309	88
24310	96
24311	99
24312	94
24313	76
24314	72
"24315	"	73
24316	89
24317	75
24318	76
24319	95
24320	89
24321	88
24322	78
24323	98
24324	79
24325	91
24326	100
24327	92
24328	100
24329	75
24330	75
24331	78
24332	99
24333	81
24334	87
24335	92
24336	87
24337	73
24338	82
24339	99
24340	72
24341	70
24342	81
24343	79
24344	92
24345	79
24346	95
24347	86
24348	97
24349	90
24350	96
24351	71
24352	91
24353	96
24354	81
24355	98
24356	70
24357	74
24358	93
24359	80
24360	94
24361	90
24362	78
24363	84
24364	86
24365	97
24366	82
24367	72
24368	82
24369	80
24370	96
24371	77
24372	92
"24373	"	94
24374	96
24375	94
24376	94
24377	78
24378	99
24379	89
24380	90
24381	80
24382	79
24383	97
24384	79
24385	79
24386	81
24387	75
24388	99
24389	80
24390	77
24391	97
24392	99
24393	97
24394	96
24395	75
24396	81
24397	94
"24398	"	96
24399	76
"24400	"	86
24401	73
24402	80
24403	94
24404	91
24405	77
24406	94
24407	90
24408	78
24409	83
24410	100
24411	94
24412	90
24413	92
"24414	"	97
24415	91
24416	73
24417	76
24418	81
24419	99
24420	90
24421	88
24422	84
24423	72
24424	77
24425	72
24426	73
24427	93
24428	79
24429	96
24430	88
24431	95
24432	89
24433	100
24434	96
24435	85
24436	94
24437	99
"24438	"	93
24439	76
24440	79
24441	81
24442	91
24443	90
24444	94
24445	78
24446	70
24447	92
24448	70
24449	93
24450	90
24451	96
24452	71
24453	98
24454	79
24455	78
24456	72
24457	84
24458	89
24459	97
24460	98
24461	77
24462	89
24463	71
24464	79
24465	73
24466	90
24467	96
24468	86
24469	73
24470	96
24471	89
